TRAIN	TARGET	AVG_ALL_MONOLINGUAL	AVG_0_MONOLINGUAL	AVG_15_MONOLINGUAL	AVG_35_MONOLINGUAL	AVG_55_MONOLINGUAL	AVG_75_MONOLINGUAL	AVG_95_MONOLINGUAL	RHO_MONOLINGUAL	P_MONOLINGUAL	AVG_ALL_MBERT	AVG_0_MBERT	AVG_15_MBERT	AVG_35_MBERT	AVG_55_MBERT	AVG_75_MBERT	AVG_95_MBERT	RHO_MBERT	P_MBERT	AVG_ALL_XLMR	AVG_0_XLMR	AVG_15_XLMR	AVG_35_XLMR	AVG_55_XLMR	AVG_75_XLMR	AVG_95_XLMR	RHO_XLMR	P_XLMR
German	Alsatian G.	0.5676045968185969	0.3300370414390983	0.5687011578526775	0.618299291594293	0.6291303237055258	0.6319321128929889	0.6253345313588363	0.8675524218341718	4.369319445039717e-13	0.5875193358539871	0.43526041332049353	0.6050576674862498	0.627292313713063	0.6266871948180663	0.625417863661113	0.613234133917753	0.7956564590996047	2.483636168027453e-07	0.5576883831866649	0.3295087119408008	0.5609205794603909	0.6107719159214338	0.624116290095392	0.6204835477575064	0.6136148353262116	0.8498791339138216	5.441007033291644e-09
German	German	0.9412348222604644	0.9587497297823416	0.9588454734073343	0.9480222919399086	0.9259838518151108	0.9208196646333839	0.9018081354536761	0.694623624882012	6.365313047978312e-13	0.9188027226734047	0.9520753641759047	0.9190847991529315	0.912306455029231	0.9117749972419821	0.9109791933067605	0.9058927545904749	0.8783042437509523	6.441346727739609e-20	0.9252866395582765	0.9480252336959388	0.9289540194700543	0.9277787905594798	0.9209595161441698	0.9175510456270519	0.9080185195115529	0.7589474981956096	3.2848105726696124e-12
German	Swiss German	0.68677913090886	0.5330734493525273	0.7064029460463822	0.72722642203489	0.7175224627495221	0.7013835098552322	0.6928974893502872	0.4224633365461318	0.00593120141570643	0.6525204918421507	0.5483847890813053	0.6751703128985783	0.6787913384098949	0.6765847913111637	0.6744268668101421	0.6617648525418204	0.603568947326459	0.00041383466696646006	0.6593965110440262	0.5188375357032298	0.6821677175054885	0.7025450828831771	0.694106149987504	0.6867188454418364	0.6720037347429206	0.6410272344157998	0.0001352878769197369
German	Low Saxon	0.40773560701606504	0.14671882670805242	0.3714590357321575	0.4657718190250607	0.4890498244695113	0.5238605926748514	0.5221066860545719	0.8704902596441089	2.9303496683051437e-13	0.557962419438012	0.39144332627996603	0.5893887170402279	0.5938498617435041	0.6030497672045462	0.5912659357902342	0.5877943781229001	0.4122020644896337	0.0262846054426725	0.5442613709893598	0.2851384874580828	0.4922504735399779	0.5923253509777753	0.6537746434717747	0.6411192335955104	0.6228626913895204	0.8400025605969847	1.2091475091982141e-08
Dutch	Dutch	0.829939573374293	0.8893677008014688	0.8822557400868332	0.8708079889400336	0.8396883331352759	0.808192085761523	0.6893255915206233	0.9030708037509181	5.920889709946736e-23	0.845553735965176	0.8846247782790989	0.872063228693559	0.8513466991191722	0.8409849482576011	0.8278631800123162	0.7964395814293088	0.6641090823623113	7.267559153419333e-09	0.8492014333687107	0.8969214139333781	0.8786104557735046	0.8530123294337006	0.8397356817927525	0.8281570396101054	0.7987716796688227	0.7638245345285605	1.262837132130843e-12
Dutch	Low Saxon	0.4635659306780632	0.4165815337481503	0.48086770492648234	0.48639531285970233	0.47579158808399286	0.46658652396009737	0.4551729204899531	0.40298961581452253	0.02724000148501738	0.5616386533470695	0.5828646277281342	0.5618808852239909	0.5592194981189904	0.5599657411184461	0.5504216603567011	0.5554795075361547	-0.27829265712403345	0.13646108874603563	0.5248772544965898	0.49481288299311543	0.5340245637718096	0.5375430858303819	0.5354775049471996	0.5319071832051054	0.5154983062319274	0.4737385941687835	0.008182460650855093
Bokmål	Bokmål	0.8921197336121877	0.9277730515643988	0.9247110997026423	0.9142269170708053	0.8986908489534156	0.8721928946683258	0.815123589713538	0.6583264848601612	1.0865780651007294e-08	0.88321926812867	0.9161849852671816	0.9104842501571084	0.9036957566410125	0.8945946779266958	0.8675779428096198	0.81223099237609	0.7025564290104445	7.907093464714156e-10	0.879791624977557	0.9122143473924631	0.9061077564443369	0.8892529517801918	0.8784578345245446	0.8601510203863633	0.8325658393374432	0.5329238135979235	1.1677280909082498e-05
Bokmål	East N.	0.5399834987457008	0.3783383812127621	0.5933170195213051	0.6054914055807453	0.5790504129664117	0.5562712353772816	0.5274325378156995	0.023411429430837905	0.9022673828012625	0.4911516131250699	0.48254974494503566	0.5202888448059431	0.5058458546019835	0.4953461956493199	0.48606503405199736	0.46846889736848907	-0.42316295453027764	0.02485322496548061	0.5499885594640915	0.5673698056682579	0.5682812118956023	0.5620388683878604	0.5508544074956376	0.5350582888043436	0.5163287745328471	-0.6896338212341108	2.4912697991561977e-05
Bokmål	North N.	0.5675739148430055	0.3963010573748913	0.6227618653391549	0.6335847803840087	0.6051852356653186	0.5847068826531444	0.5629036676415144	0.13489442672054222	0.47726331988054327	0.515626729988379	0.49662765066587033	0.5252981727607403	0.5270976061373567	0.5211399029092311	0.5196151006390177	0.5078505239270024	0.07492826503176923	0.7047324167491018	0.583208165560328	0.6074169224512296	0.5942379411584222	0.5902980840632813	0.5849413115483971	0.5695631797816273	0.5527915543590101	-0.5589757484105774	0.001323284971535814
Bokmål	West N.	0.5430113983140115	0.36157883679686914	0.6087566735711476	0.6136849550149736	0.5810869552237683	0.560667845070637	0.532293124206673	0.022965497441679087	0.9041203776017553	0.49653333010163686	0.5112293961277514	0.5180533768725473	0.5040203039691326	0.49130679720498077	0.4850888386794286	0.4695012677559801	-0.78417140293578	2.944749072245894e-07	0.5605664884011791	0.600739694579774	0.5762965789494714	0.5664542762008304	0.5582731929180571	0.5390309988868104	0.5226041888721312	-0.7149088611695923	9.045551558241773e-06
Nynorsk	East N.	0.5808504533547391	0.5854927749189843	0.624871051532055	0.5999761277051248	0.5848867762718333	0.5585108989968927	0.5313650907035445	-0.594204375554124	0.0005357423201507251	0.48790236440238016	0.4736167089680074	0.5215481491710957	0.4987362361849783	0.4981524136958426	0.48330193814050704	0.4520587402538493	-0.2602885778695717	0.16478361599826283	0.5528574874477397	0.5790180161278096	0.5867328805339674	0.5696157084282154	0.5535594746335464	0.5323511727844229	0.4958676721784759	-0.7904144507840035	2.0357041636559976e-07
Nynorsk	North N.	0.6132969993792746	0.6255100279892062	0.6602067469885616	0.6270540387267877	0.6139799014297261	0.588144762791786	0.5648865183495808	-0.6588645139821524	7.529360210016045e-05	0.5103371256693507	0.4894481595138217	0.5326022474479191	0.5209204816054902	0.5241606216612018	0.5119584092641307	0.48293283452354085	0.026087021365790806	0.891160311424354	0.5863048689949909	0.6255957587178136	0.6118435700974261	0.5986114838569581	0.5834028908217705	0.5686647830478198	0.5297107274281566	-0.7748068311634448	5.011802673137272e-07
Nynorsk	Nynorsk	0.8834368224227305	0.942680197125134	0.9155569808513567	0.9029487317861005	0.8810594712428012	0.8581738009408655	0.8002017525901252	0.7467646634842154	7.355354143536925e-12	0.8567874770922173	0.895314597595973	0.8785750941648558	0.8721166987466041	0.8609551102253749	0.8373427564114572	0.796420605409038	0.5673696603778764	2.2788761793870568e-06	0.858351890390336	0.8813467491511382	0.8759776519032627	0.8706048413428334	0.8652213532978635	0.8488520196487986	0.8081087269981195	0.4838333833588316	8.986121151652065e-05
Nynorsk	West N.	0.6024146607264793	0.6305300369126831	0.6443959653580287	0.6114292761737506	0.598855726276718	0.5801018267809264	0.5491751328567691	-0.6651075618303759	6.077505096979528e-05	0.49928013871993254	0.48001203787558316	0.5303309350427104	0.5101112321471687	0.5103152317025006	0.49567085857223275	0.4692405369794	-0.04838900365968577	0.7995541002875732	0.5703004045367929	0.6174096275384031	0.5986021177115312	0.5839348692276803	0.5659246956093759	0.5458244810712654	0.5101066360625007	-0.8095895263178327	6.035163537153276e-08
